Year (year),State Name (state_name),State Code (state_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Cultivation Cost A1 (cul_cost_a1),Cultivation Cost A2 (cul_cost_a2),Cultivation Cost B1 (cul_cost_b1),Cultivation Cost B2 (cul_cost_b2),Cultivation Cost C1 (cul_cost_c1),Cultivation Cost C2 (cul_cost_c2),Cultivation Cost C2 Revised (cul_cost_c2rev),Cultivation Cost A2+FL (cul_cost_a2fl),Production Cost A1 (prod_cost_a1),Production Cost A2 (prod_cost_a2),Production Cost B1 (prod_cost_b1),Production Cost B2 (prod_cost_b2),Production Cost C1 (prod_cost_c1),Production Cost C2 (prod_cost_c2),Production Cost C2 Revised (prod_cost_c2rev),Production Cost C3 (prod_cost_c3),Production Cost A2+FL (prod_cost_a2fl),Value of Main Product (main_product_value),Value of By-Product (by_product_value),Material Input of Seed (mat_lab_input_seed),Material Input of Fertilizer (mat_lab_input_fertilizer),Material Input of Manure (mat_lab_input_manure),Labour Input of Human (mat_lab_input_hmn_lab),Labout Input of Animal (mat_lab_input_ani_lab),Rate per Unit of Seed (seed_rate_per_unit),Rate per Unit of Fertilizer (fert_rate_per_unit),Rate per Unit of Manure (manure_rate_per_unit),Rate per Unit of Human Labour (hmn_lab_rate_per_unit),Rate per Unit of Animal Labour (ani_lab_rate_per_unit),Implicit Rate (implicit_rate),Number of Holdings in Sample (num_holdings_sample),Number of Tehsils in Sample (num_tehsils_sample),Derived Yield of Crop (derived_yield),Family Human Labour Hours (hmn_lab_hrs_family),Attached Human Labour Hours (hmn_lab_hrs_attached),Casual Human Labour Hours (hmn_lab_hrs_casual),Operational Cost of Family Human Labour (opr_cost_hmn_lab_family),Operational Cost of Attached Human Labour (opr_cost_hmn_lab_attached),Operational Cost of Casual Human Labour (opr_cost_hmn_lab_casual),Operational Cost of Hired Animal Labour (opr_cost_ani_lab_hired),Operational Cost of Owned Animal Labour (opr_cost_ani_lab_owned),Operational Cost of Hired Machine Labour (opr_cost_mch_lab_hired),Operational Cost of Owned Machine Labour (opr_cost_mch_lab_owned),Operational Cost of Seed (opr_cost_seed),Operational Cost of Fertilizer (opr_cost_fertilizer),Operational Cost of Manure (opr_cost_manure),Operational Cost of Insecticides (opr_cost_insecticides),Operational Cost of Irrigation Charges (opr_cost_irrigation_chrg),Miscellaneous Operational Cost (opr_cost_misc),Operational Cost of Interest on Working Capital (opr_cost_interest_on_wrk_cap),Operational Cost (opr_cost),Fixed Cost on Rental Value of Owned Land (fix_cost_owned_land_rental),Fixed Cost on Rent Paid for Leased-in-Land (fix_cost_leased_land_rent),Fixed Cost on Land Revenue, Taxes & Cesses (fix_cost_land_rev_tax_cess),Fixed Cost of Depreciation on Implements & Farm Building (fix_cost_depr_impl_farm_build),Fixed Cost of Interest on Fixed Capital (fix_cost_interest_fix_cap),Fixed Cost (fix_cost),Operational Cost of Crop Insurance (opr_cost_crop_insurance),Operational Cost of Payment to Contractor (opr_cost_contractor_pay)
"2020-21","Uttar Pradesh","9","Potato","701","Vegetable","98917.02","98940.65","101537.61","134079.59","112152.28","144694.25","144694.25","109555.32","479.52","479.84","490.69","646.51","544.35","700.17","700.17","770.19","530.13","169990.41","0.0","3529.97","344.71","6.2","616.53","0.05","15.69","31.2","192.93","37.19","154.79","755.1","126.0","36.0","206.66","284.34","0.24","331.95","10614.67","7.92","12304.65","0.0","8.39","8995.05","1211.82","55374.32","10753.76","1195.49","642.83","4752.25","93.42","2979.36","108933.93","32518.34","23.64","10.71","587.04","2620.59","35760.32","0.0",""
"2009-10","Maharashtra","27","Ragi","105","Cereals","26102.49","26102.49","31878.47","35863.23","38193.8","42178.55","42733.22","","1247.58","1247.58","1544.0","1719.4","1848.97","2024.37","2050.49","2255.54","","21262.6","2641.1","21.55","52.75","65.06","1294.47","125.64","12.59","12.92","77.32","12.44","62.51","1092.84","17.0","3.0","18.58","514.9","83.85","695.72","6315.32","833.45","8956.39","2224.68","5628.83","216.28","0.0","271.28","681.73","5030.49","0.0","0.0","0.0","745.11","30903.56","3984.75","0.0","30.33","1483.93","5775.98","11274.99","",""
"2000-01","Rajasthan","8","Rapeseed & Mustard (Toria/Taramira)","1004","Oilseeds","4691.5","4874.37","6300.38","9017.63","9202.63","11919.88","11919.88","","344.18","355.99","463.84","662.38","677.44","875.97","875.97","963.57","","15568.37","151.52","6.09","75.13","0.0","366.66","13.37","22.44","11.88","0.0","9.12","18.16","0.0","128.0","30.0","13.46","0.0","0.0","0.0","2902.24","44.96","396.17","7.22","235.51","1566.79","66.29","136.63","892.58","0.0","2.84","1044.73","0.0","137.3","7433.26","2534.38","182.88","10.96","149.52","1608.88","4486.62","",""
"2010-11","Jharkhand","20","Gram","201","Pulses","7806.69","7806.69","8476.97","12426.5","10429.54","14379.07","14422.28","","1064.38","1064.38","1146.56","1692.78","1419.66","1965.88","1971.63","2168.79","","21400.31","885.91","68.22","0.02","0.0","287.78","72.61","34.04","20.0","0.0","15.61","18.79","2708.0","16.0","3.0","7.03","126.65","0.0","161.13","1952.56","0.0","2539.64","768.4","595.67","897.27","0.23","2321.94","0.42","0.0","0.0","0.0","0.0","222.61","9298.74","3949.53","0.0","11.05","449.46","670.29","5080.33","",""
"2000-01","Madhya Pradesh","23","Tur (Arhar)","202","Pulses","2558.83","2558.83","3125.29","5001.1","4757.76","6633.56","6985.57","","525.37","525.37","637.83","997.34","964.81","1324.32","1393.96","1533.35","","7114.47","388.75","18.28","8.66","2.4","415.31","67.31","19.03","11.97","47.18","5.46","9.83","0.0","26.0","8.0","4.74","0.0","0.0","0.0","1632.47","90.31","545.82","21.52","640.19","268.07","0.0","347.85","103.72","113.36","0.0","0.0","0.0","66.59","3829.9","1875.81","0.0","7.89","353.5","566.46","2803.66","",""
"2014-15","Madhya Pradesh","23","Sesamum (Til)","1003","Oilseeds","9735.69","9735.69","10335.47","22151.59","17325.45","29141.57","29754.18","","1737.63","1737.63","1879.33","3976.11","3192.51","5289.28","5401.05","5941.16","","46145.87","1118.62","6.08","44.04","0.0","346.59","1.09","171.26","32.51","0.0","29.71","64.35","7907.48","20.0","6.0","5.38","241.51","0.0","105.08","6989.98","0.0","3308.06","16.02","54.08","3018.2","164.55","1041.68","1431.52","0.0","0.0","0.0","279.4","291.05","16594.54","11816.12","0.0","3.84","127.3","599.77","12547.03","",""
"1998-99","Karnataka","29","Sugarcane","401","Sugar","16276.07","16276.07","17440.68","32025.32","20559.62","35144.26","36118.17","","19.0","19.0","20.4","37.81","24.04","41.45","42.6","46.86","","61798.92","376.91","20.79","282.5","1.23","1791.55","69.44","81.69","10.95","22.44","6.11","11.89","0.0","21.0","6.0","842.66","0.0","0.0","0.0","3118.95","110.92","7710.03","353.73","472.07","117.01","0.0","1698.37","3093.86","27.63","14.25","1462.28","0.0","941.26","19120.36","14584.64","0.0","14.91","259.75","1164.6","16023.9","",""
"1999-00","Maharashtra","27","Sugarcane","401","Sugar","29917.89","29917.89","33186.23","42441.46","37579.63","46834.85","47340.93","","32.32","32.32","35.73","45.38","41.04","50.7","51.24","56.36","","51731.67","3788.61","31.96","459.75","17.41","2009.64","57.67","93.47","12.21","35.47","6.9","18.68","0.0","104.0","29.0","860.25","0.0","0.0","0.0","4393.39","248.38","9221.08","435.77","641.68","3639.98","55.51","2987.53","5612.08","617.41","0.0","3882.64","0.0","1708.88","33444.33","9255.23","0.0","192.72","674.23","3268.34","13390.52","",""
"2005-06","Himachal Pradesh","2","Wheat","106","Cereals","6706.54","6829.9","9384.08","13667.1","12080.24","16363.25","16466.35","","292.13","297.11","410.39","595.66","535.28","720.55","725.27","797.8","","12146.7","5309.04","131.81","86.38","24.26","286.03","38.02","7.61","11.97","27.75","10.1","5.4","764.99","291.0","30.0","15.8","267.59","0.38","18.06","2696.15","3.8","188.82","85.1","120.03","2488.49","56.27","1003.12","1033.68","673.29","23.87","197.19","0.0","183.55","8753.36","4159.66","123.36","12.92","636.4","2677.55","7609.89","",""
"1997-98","Maharashtra","27","Sunflower","1007","Oilseeds","3839.89","3839.89","4255.83","4944.87","4703.0","5392.04","5392.04","","1509.57","1509.57","1649.75","1844.09","1808.22","2002.56","2002.56","2202.82","","4079.37","54.04","7.57","40.99","0.2","331.73","90.68","81.65","14.48","25.0","4.3","13.94","0.0","37.0","18.0","2.67","0.0","0.0","0.0","447.17","254.25","725.55","195.68","1068.1","135.89","0.0","618.44","593.61","5.01","0.0","19.17","0.0","112.99","4175.86","689.04","0.0","16.05","95.15","415.95","1216.18","",""
